Username,ID,Post Title,Post Date,Post Link
Aadil Ahmad,186210,LCM of $n$ consecutive natural numbers,2015-10-06 17:16:00,https://math.stackexchange.com/questions/1467394/lcm-of-n-consecutive-natural-numbers
Aadil Ahmad,186210,"Can we find the integral $\int_{0}^{2\pi} \cos(\cos x)\,dx$?",2015-03-24 14:13:00,https://math.stackexchange.com/questions/1204332/can-we-find-the-integral-int-02-pi-cos-cos-x-dx
Aaron,211802,"Convergence of $\int_0^{\infty} x \cos (x^6)\,dx$",2015-01-30 16:47:00,https://math.stackexchange.com/questions/1126710/convergence-of-int-0-infty-x-cos-x6-dx
Albert Renshaw,56935,Calculating results of a Coin Flip with dynamic odds based on the numbers of flips so far,2020-11-09 23:18:00,https://math.stackexchange.com/questions/3900969/calculating-results-of-a-coin-flip-with-dynamic-odds-based-on-the-numbers-of-fli
Albert Renshaw,56935,Are there elementary functions whose derivatives can&#39;t be written in elementary form,2020-03-09 02:16:00,https://math.stackexchange.com/questions/3574371/are-there-elementary-functions-whose-derivatives-cant-be-written-in-elementary
Albert Renshaw,56935,How to solve what base a logarithm should be in to make an equation true.,2019-12-12 21:50:00,https://math.stackexchange.com/questions/3474328/how-to-solve-what-base-a-logarithm-should-be-in-to-make-an-equation-true
Albert Renshaw,56935,Function to count how many times any arbitrary function equates to $0$ within a specific range?,2019-09-02 01:12:00,https://math.stackexchange.com/questions/3341524/function-to-count-how-many-times-any-arbitrary-function-equates-to-0-within-a
Albert Renshaw,56935,Parity of an infinite exponential function (What shape is $y=x^\infty$),2018-12-25 20:01:00,https://math.stackexchange.com/questions/3052391/parity-of-an-infinite-exponential-function-what-shape-is-y-x-infty
Albert Renshaw,56935,An equation that is undefined at every value except one (plotting a single point),2018-12-25 02:00:00,https://math.stackexchange.com/questions/3051772/an-equation-that-is-undefined-at-every-value-except-one-plotting-a-single-point
Albert Renshaw,56935,Inverse of absolute value function?,2018-12-17 18:48:00,https://math.stackexchange.com/questions/3044294/inverse-of-absolute-value-function
Albert Renshaw,56935,"A math equation with finite terms that plots every real (x,y) point",2018-12-15 19:03:00,https://math.stackexchange.com/questions/3041815/a-math-equation-with-finite-terms-that-plots-every-real-x-y-point
Albert Renshaw,56935,Why does the approximation for exponents $(a+b)^c \approx a^{c-bc} (a+1)^{cb}$ work?,2018-08-14 23:41:00,https://math.stackexchange.com/questions/2883024/why-does-the-approximation-for-exponents-abc-approx-ac-bc-a1cb-w
Albert Renshaw,56935,Why can&#39;t imaginary numbers be irrational,2018-02-03 22:06:00,https://math.stackexchange.com/questions/2634768/why-cant-imaginary-numbers-be-irrational
Albert Renshaw,56935,"Created a function with roots at primes and only primes, are there useful applications?",2018-01-29 10:00:00,https://math.stackexchange.com/questions/2626285/created-a-function-with-roots-at-primes-and-only-primes-are-there-useful-applic
Albert Renshaw,56935,"When extrapolating for projections, how do you know which function-form to use?",2018-01-18 21:16:00,https://math.stackexchange.com/questions/2611303/when-extrapolating-for-projections-how-do-you-know-which-function-form-to-use
Albert Renshaw,56935,WolframAlpha - What&#39;s the Z-index in this 3D Plot of the derivative of y^x,2016-11-06 08:42:00,https://math.stackexchange.com/questions/2001673/wolframalpha-whats-the-z-index-in-this-3d-plot-of-the-derivative-of-yx
Albert Renshaw,56935,How was the integral for Zeta Function created,2016-07-04 17:53:00,https://math.stackexchange.com/questions/1848949/how-was-the-integral-for-zeta-function-created
Albert Renshaw,56935,"$f(x) = 0$ when $x$ is $0$, and $1$ otherwise",2016-06-13 21:58:00,https://math.stackexchange.com/questions/1825057/fx-0-when-x-is-0-and-1-otherwise
