Username,ID,answer_id,Post Date,question_id
Anastasiya-Romanova 秀,133248,4589727,2022-12-02 06:48:00,4589716
Anastasiya-Romanova 秀,133248,4589727,2022-12-02 06:48:00,4589716
Anastasiya-Romanova 秀,133248,4577839,2022-11-16 11:22:00,4577816
Anastasiya-Romanova 秀,133248,4577839,2022-11-16 11:22:00,4577816
Anastasiya-Romanova 秀,133248,2656469,2018-02-19 04:27:00,2656432
Anastasiya-Romanova 秀,133248,2656469,2018-02-19 04:27:00,2656432
Anastasiya-Romanova 秀,133248,2517937,2017-11-13 08:23:00,2517626
Anastasiya-Romanova 秀,133248,2517937,2017-11-13 08:23:00,2517626
Anastasiya-Romanova 秀,133248,2449868,2017-09-29 02:36:00,2448628
Anastasiya-Romanova 秀,133248,2449868,2017-09-29 02:36:00,2448628
Anastasiya-Romanova 秀,133248,2430132,2017-09-15 04:00:00,2429872
Anastasiya-Romanova 秀,133248,2430132,2017-09-15 04:00:00,2429872
Anastasiya-Romanova 秀,133248,2395332,2017-08-16 08:32:00,2394836
Anastasiya-Romanova 秀,133248,2395332,2017-08-16 08:32:00,2394836
Anastasiya-Romanova 秀,133248,2084552,2017-01-05 10:55:00,2084429
Anastasiya-Romanova 秀,133248,2084552,2017-01-05 10:55:00,2084429
Anastasiya-Romanova 秀,133248,1909205,2016-08-31 01:53:00,1908446
Anastasiya-Romanova 秀,133248,1909205,2016-08-31 01:53:00,1908446
Anastasiya-Romanova 秀,133248,1863945,2016-07-19 05:26:00,1863415
Anastasiya-Romanova 秀,133248,1863945,2016-07-19 05:26:00,1863415
Anastasiya-Romanova 秀,133248,1863937,2016-07-19 05:12:00,1863287
Anastasiya-Romanova 秀,133248,1863937,2016-07-19 05:12:00,1863287
Anastasiya-Romanova 秀,133248,1841426,2016-06-27 14:33:00,1839938
Anastasiya-Romanova 秀,133248,1841426,2016-06-27 14:33:00,1839938
Anastasiya-Romanova 秀,133248,1835850,2016-06-22 14:33:00,1803666
Anastasiya-Romanova 秀,133248,1835850,2016-06-22 14:33:00,1803666
Anastasiya-Romanova 秀,133248,1835845,2016-06-22 14:29:00,1798467
Anastasiya-Romanova 秀,133248,1835845,2016-06-22 14:29:00,1798467
Anastasiya-Romanova 秀,133248,1835652,2016-06-22 11:47:00,288049
Anastasiya-Romanova 秀,133248,1835652,2016-06-22 11:47:00,288049
Anastasiya-Romanova 秀,133248,1055698,2014-12-07 14:08:00,1054719
Anastasiya-Romanova 秀,133248,1055698,2014-12-07 14:08:00,1054719
Anastasiya-Romanova 秀,133248,1048142,2014-12-02 13:10:00,1048132
Anastasiya-Romanova 秀,133248,1048142,2014-12-02 13:10:00,1048132
Anastasiya-Romanova 秀,133248,1040116,2014-11-26 20:04:00,1021647
Anastasiya-Romanova 秀,133248,1040116,2014-11-26 20:04:00,1021647
Anastasiya-Romanova 秀,133248,1038407,2014-11-25 16:56:00,1038263
Anastasiya-Romanova 秀,133248,1038407,2014-11-25 16:56:00,1038263
Anastasiya-Romanova 秀,133248,1036640,2014-11-24 14:01:00,776812
Anastasiya-Romanova 秀,133248,1036640,2014-11-24 14:01:00,776812
Anastasiya-Romanova 秀,133248,1034836,2014-11-23 09:44:00,1032483
Anastasiya-Romanova 秀,133248,1034836,2014-11-23 09:44:00,1032483
Anastasiya-Romanova 秀,133248,1034806,2014-11-23 08:56:00,1034156
Anastasiya-Romanova 秀,133248,1034806,2014-11-23 08:56:00,1034156
Anastasiya-Romanova 秀,133248,1014962,2014-11-10 12:52:00,309954
Anastasiya-Romanova 秀,133248,1014962,2014-11-10 12:52:00,309954
Anastasiya-Romanova 秀,133248,1013395,2014-11-09 14:56:00,1013351
Anastasiya-Romanova 秀,133248,1013395,2014-11-09 14:56:00,1013351
Anastasiya-Romanova 秀,133248,1012292,2014-11-08 18:19:00,1012093
Anastasiya-Romanova 秀,133248,1012292,2014-11-08 18:19:00,1012093
